Fase,Data_inicio_etapa,Data_final_etapa,Etapa,Subetapa,Tarefa,Descricao_operacional,Canal,Responsavel,Aprovador,Dependencia,Data_ancora,Regra_de_data,Recorrencia,Prioridade,Automacao,Ferramenta,Observacoes
Execução,25/05,31/05,Evento,CPL 3 Grupo Whatsapp,Programar reforço 3,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Grupo Whatsapp,Criar mensagem aviso,,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Grupo Whatsapp,Criar mensagem reforço 1,,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Grupo Whatsapp,Criar mensagem reforço 2 (com cta para entrar no grupo vip),,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Grupo Whatsapp,Criar mensagem reforço 3 (com cta para entrar no grupo vip),,Grupo Whatsapp,Copy,Gestor de Projetos,-,Início da etapa,D-3,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Grupo Whatsapp,Programar aviso,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Grupo Whatsapp,Programar reforço 1,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Grupo Whatsapp,Programar reforço 2,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,CPL 4 Grupo Whatsapp,Programar reforço 3,,Grupo Whatsapp,Automação,-,Copy pronta,Início da etapa,D-2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Revisão CPL 1,Criar mensagem antecipação,,Email/WhatsApp,Copy,Estrategista Senior,-,Início da etapa,D-1,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Revisão CPL 1,Criar mensagem 1h antes,,Email/WhatsApp,Copy,Estrategista Senior,-,Início da etapa,D-1,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Revisão CPL 1,Criar mensagem ao vivo,,Email/WhatsApp,Copy,Estrategista Senior,-,Início da etapa,D-1,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Revisão CPL 1,Programar mensagens,,Email/WhatsApp,Automação,Gestor de Projetos,Copy pronta,Início da etapa,D+0,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Revisão CPL 2,Criar mensagem antecipação,,Email/WhatsApp,Copy,Gestor de Projetos,-,Início da etapa,D+0,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Revisão CPL 2,Criar mensagem 1h antes,,Email/WhatsApp,Copy,Gestor de Projetos,-,Início da etapa,D+0,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Revisão CPL 2,Criar mensagem ao vivo,,Email/WhatsApp,Copy,Gestor de Projetos,-,Início da etapa,D+0,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Revisão CPL 2,Programar mensagens,,Email/WhatsApp,Automação,-,Copy pronta,Início da etapa,D+1,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Revisão CPL 3,Criar mensagem antecipação,,Email/WhatsApp,Copy,Gestor de Projetos,-,Início da etapa,D+1,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Revisão CPL 3,Criar mensagem 1h antes,,Email/WhatsApp,Copy,Gestor de Projetos,-,Início da etapa,D+1,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Revisão CPL 3,Criar mensagem ao vivo,,Email/WhatsApp,Copy,Gestor de Projetos,-,Início da etapa,D+1,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Revisão CPL 3,Programar mensagens,,Email/WhatsApp,Automação,-,Copy pronta,Início da etapa,D+2,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Automação,Criar automação ManyChat CPL 1,,Manychat,Automação,Gestor de Projetos,Copy pronta,Início da etapa,D-1,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Automação,Criar automação ManyChat CPL 2,,Manychat,Automação,Gestor de Projetos,Copy pronta,Início da etapa,D+0,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Automação,Criar automação ManyChat CPL 3,,Manychat,Automação,Gestor de Projetos,Copy pronta,Início da etapa,D+1,Não,Alta,Sim,,
Execução,25/05,31/05,Evento,Automação,Criar automação ManyChat CPL 4,,Manychat,Automação,Gestor de Projetos,Copy pronta,Início da etapa,D+2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 1 Email,Criar mensagem manhã - Oportunidade,,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 1 Email,Criar mensagem tarde - Urgência,,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 1 Email,Criar mensagem noite - Escassez,,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 2 Email,Criar mensagem manhã,,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 2 Email,Criar mensagem tarde,,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 2 Email,Criar mensagem noite (Efeito W antecipação),,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 3 Email,Criar mensagem manhã (Nova chance),,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 3 Email,Criar mensagem tarde (Live ao vivo),,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 3 Email,Criar mensagem noite (Urgência),,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 4 Email,Criar mensagem manhã (Reforço),,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 4 Email,Criar mensagem tarde (Escassez),,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 4 Email,Criar mensagem noite (Urgência),,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 5 Email,Criar mensagem manhã,,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 5 Email,Criar mensagem tarde,,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 5 Email,Criar mensagem noite,,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 6 Email,Criar mensagem manhã,,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 6 Email,Criar mensagem tarde,,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 6 Email,Criar mensagem noite,,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 7 Email,Criar mensagem manhã (Aviso fechamento),,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 7 Email,Criar mensagem tarde (Urgência forte),,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 7 Email,Criar mensagem noite (Últimas horas),,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 7 Email,Criar mensagem encerramento,,Email,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Email,Programar mensagens Dia 1,,Email,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Email,Programar mensagens Dia 2,,Email,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Email,Programar mensagens Dia 3,,Email,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Email,Programar mensagens Dia 4,,Email,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Email,Programar mensagens Dia 5,,Email,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Email,Programar mensagens Dia 6,,Email,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Email,Programar mensagens Dia 7,,Email,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 1 Grupo Whatsapp,Criar mensagem manhã - Oportunidade,,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 1 Grupo Whatsapp,Criar mensagem tarde - Urgência,,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 1 Grupo Whatsapp,Criar mensagem noite - Escassez,,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 2 Grupo Whatsapp,Criar mensagem manhã,,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 2 Grupo Whatsapp,Criar mensagem tarde,,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 2 Grupo Whatsapp,Criar mensagem noite (Efeito W antecipação),,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 3 Grupo Whatsapp,Criar mensagem manhã (Nova chance),,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 3 Grupo Whatsapp,Criar mensagem tarde (Live ao vivo),,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 3 Grupo Whatsapp,Criar mensagem noite (Urgência),,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 4 Grupo Whatsapp,Criar mensagem manhã (Reforço),,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 4 Grupo Whatsapp,Criar mensagem tarde (Escassez),,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 4 Grupo Whatsapp,Criar mensagem noite (Urgência),,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 5 Grupo Whatsapp,Criar mensagem manhã,,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 5 Grupo Whatsapp,Criar mensagem tarde,,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 5 Grupo Whatsapp,Criar mensagem noite,,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 6 Grupo Whatsapp,Criar mensagem manhã,,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 6 Grupo Whatsapp,Criar mensagem tarde,,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 6 Grupo Whatsapp,Criar mensagem noite,,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 7 Grupo Whatsapp,Criar mensagem manhã (Aviso fechamento),,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 7 Grupo Whatsapp,Criar mensagem tarde (Urgência forte),,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 7 Grupo Whatsapp,Criar mensagem noite (Últimas horas),,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Dia 7 Grupo Whatsapp,Criar mensagem encerramento,,Grupo Whatsapp,Copy,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Grupo Whatsapp,Programar mensagens Dia 1,,Grupo Whatsapp,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Grupo Whatsapp,Programar mensagens Dia 2,,Grupo Whatsapp,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Grupo Whatsapp,Programar mensagens Dia 3,,Grupo Whatsapp,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Grupo Whatsapp,Programar mensagens Dia 4,,Grupo Whatsapp,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Grupo Whatsapp,Programar mensagens Dia 5,,Grupo Whatsapp,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Grupo Whatsapp,Programar mensagens Dia 6,,Grupo Whatsapp,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Grupo Whatsapp,Programar mensagens Dia 7,,Grupo Whatsapp,Automação,Gestor de Projetos,Copy pronta,Início vendas,D-1,Não,Alta,Sim,,
Execução,01/06,07/06,Vendas,Efeito W,Programar live efeito W,,YouTube,Gestor de Projetos,Estrategista Senior,-,Início vendas,D-2,Não,Alta,Não,,
Execução,01/06,07/06,Vendas,Efeito W,Realizar live efeito W,,YouTube,Estrategista Senior,Gestor de Projetos,Live criada,Início vendas,D+3,Não,Alta,Não,,
Execução,01/06,07/06,Vendas,Tráfego,Criar Criativos,,Interno,Estrategista Senior,Gestor de Projetos,-,Início vendas,D-3,Não,Alta,Não,,
Execução,01/06,07/06,Vendas,Tráfego,Mapear cortes do Vídeo de Vendas,,Vídeo,Editor de Vídeo,Estrategista Senior,Video de Venda PRonto,Início vendas,D-3,Não,Alta,Não,,
Execução,01/06,07/06,Vendas,Tráfego,Produzir dublagens,,Vídeo,Editor de Vídeo,Estrategista Senior,Criativos prontos,Início vendas,D-2,Não,Alta,Não,,
Execução,01/06,07/06,Vendas,Páginas,Atualizar página de vendas,,Web Designer,Estrategista Senior,Copy pronta,,Início vendas,D-2,Alta,Não,,,
Execução,01/06,07/06,Vendas,Páginas,Atualizar pré-checkout,,Web Designer,Estrategista Senior,Copy pronta,,Início vendas,D-2,Alta,Não,,,
Execução,01/06,07/06,Vendas,Páginas,Atualizar checkout,,Web Designer,Estrategista Senior,Copy pronta,,Início vendas,D-2,Alta,Não,,,
Execução,01/06,07/06,Vendas,Páginas,Publicar páginas,,Web,Gestor de Tráfego,-,Páginas prontas,Início vendas,D-1,Não,Alta,Não,,
Execução,01/06,07/06,Vendas,Páginas,Testar compra completa,,Web,Gestor de Projetos,-,Publicação feita,Início vendas,D-1,Não,Alta,Não,,
Execução,01/06,07/06,Vendas,Páginas,Validar pixel/eventos,,Meta Ads,Gestor de Tráfego,-,-,Início vendas,D-1,Não,Alta,Não,,
Execução,01/06,07/06,Vendas,Tráfego,Criar campanha de conversão,,Meta Ads,Gestor de Tráfego,-,-,Início vendas,D-1,Não,Alta,Não,,
Execução,01/06,07/06,Vendas,Tráfego,Configurar públicos,,Meta Ads,Gestor de Tráfego,-,-,Início vendas,D-1,Não,Alta,Não,,
Execução,01/06,07/06,Vendas,Otimização,Analisar métricas,,Meta Ads,Gestor de Tráfego,Gestor de Projetos,Campanhas ativas,Início vendas,D+0,Diário,Alta,Não,,
Execução,01/06,07/06,Vendas,Comercial,Identificar leads quentes,,WhatsApp,Comercial Junior,Gestor de Projetos,-,Início vendas,D+0,Diário,Alta,Não,,
Execução,01/06,07/06,Vendas,Comercial,Iniciar contato,,WhatsApp,Comercial Junior,-,Leads identificados,Início vendas,D+0,Diário,Alta,Não,,
Execução,01/06,07/06,Vendas,Comercial,Follow-up,,WhatsApp,Comercial Junior,-,Contato iniciado,Início vendas,D+0,Diário,Alta,Não,,
Execução,08/06,10/06,Reabertura,Dia 1 Email,Criar mensagem pesquisa (não comprou),,Email,Copy,Estrategista Senior,-,Início reabertura,D-1,Não,Alta,Sim,Mautic,
Execução,08/06,10/06,Reabertura,Dia 1 WhatsApp,Criar mensagem pesquisa (não comprou),,WhatsApp,Copy,Estrategista Senior,-,Início reabertura,D-1,Não,Alta,Sim,ManyChat,
Execução,08/06,10/06,Reabertura,Dia 2 Email,Criar mensagem nova oportunidade relâmpago,,Email,Copy,Estrategista Senior,-,Início reabertura,D-1,Não,Alta,Sim,Mautic,
Execução,08/06,10/06,Reabertura,Dia 2 Email,Criar mensagem urgência,,Email,Copy,Estrategista Senior,-,Início reabertura,D-1,Não,Alta,Sim,Mautic,
Execução,08/06,10/06,Reabertura,Dia 2 WhatsApp,Criar mensagem nova oportunidade relâmpago,,WhatsApp,Copy,Estrategista Senior,-,Início reabertura,D-1,Não,Alta,Sim,ManyChat,
Execução,08/06,10/06,Reabertura,Dia 2 WhatsApp,Criar mensagem urgência,,WhatsApp,Copy,Estrategista Senior,-,Início reabertura,D-1,Não,Alta,Sim,ManyChat,
Execução,08/06,10/06,Reabertura,Dia 3 Email,Criar mensagem última chance,,Email,Copy,Estrategista Senior,-,Início reabertura,D-1,Não,Alta,Sim,Mautic,
Execução,08/06,10/06,Reabertura,Dia 3 Email,Criar mensagem encerramento,,Email,Copy,Estrategista Senior,-,Início reabertura,D-1,Não,Alta,Sim,Mautic,
Execução,08/06,10/06,Reabertura,Dia 3 WhatsApp,Criar mensagem última chance,,WhatsApp,Copy,Estrategista Senior,-,Início reabertura,D-1,Não,Alta,Sim,ManyChat,
Execução,08/06,10/06,Reabertura,Dia 3 WhatsApp,Criar mensagem encerramento,,WhatsApp,Copy,Estrategista Senior,-,Início reabertura,D-1,Não,Alta,Sim,ManyChat,
Execução,08/06,10/06,Reabertura,Email,Programar mensagem Dia 1 (Pesquisa) -\> D-1,,Email,Gestor de Automação Junior,Gestor de Projetos,Copy pronta,Início reabertura,D-1,Não,Alta,Sim,Mautic,
Execução,08/06,10/06,Reabertura,Email,Programar mensagens Dia 2 (Reabertura + urgência) -\> D+0,,Email,Gestor de Automação Junior,Gestor de Projetos,Copy pronta,Início reabertura,D-1,Não,Alta,Sim,Mautic,
Execução,08/06,10/06,Reabertura,Email,Programar mensagens Dia 3 (Fechamento) -\> D+1,,Email,Gestor de Automação Junior,Gestor de Projetos,Copy pronta,Início reabertura,D-1,Não,Alta,Sim,Mautic,
Execução,08/06,10/06,Reabertura,Grupos,Programar mensagem Dia 1 (Pesquisa) -\> D-1,,WhatsApp,Gestor de Automação Junior,Gestor de Projetos,Copy pronta,Início reabertura,D-1,Não,Alta,Sim,ManyChat,
Execução,08/06,10/06,Reabertura,Grupos,Programar mensagens Dia 2 (Reabertura + urgência) -\> D+0,,WhatsApp,Gestor de Automação Junior,Gestor de Projetos,Copy pronta,Início reabertura,D-1,Não,Alta,Sim,ManyChat,
Execução,08/06,10/06,Reabertura,Grupos,Programar mensagens Dia 3 (Fechamento) -\> D+1,,WhatsApp,Gestor de Automação Junior,Gestor de Projetos,Copy pronta,Início reabertura,D-1,Não,Alta,Sim,ManyChat,
Execução,08/06,10/06,Reabertura,Controle,Acompanhar desempenho das mensagens,,Interno,Gestor de Projetos,Estrategista Senior,Mensagens enviadas,Início reabertura,D+0,Diário,Alta,Não,-,
Execução,17/06,19/06,Downsell,Páginas,Criar copy para página de vendas downsell,,Web Designer,Copy,Estratégista Senior,,Início downsell,D-3,Alta,Não,,,
Execução,17/06,19/06,Downsell,Páginas,Criar página de vendas downsell,,Web Designer,Gestor de Trafego,-,Copy da pagina de vendas pronta,Início downsell,D-3,Alta,Não,,,
Execução,17/06,19/06,Downsell,Páginas,Ajustar oferta downsell - hotmart,,Hotmart,Gestor de tráfego,-,-,Início downsell,D-3,Não,Alta,Não,,
Execução,17/06,19/06,Downsell,Páginas,Publicar páginas,,Web,Gestor de tráfego,-,Páginas prontas,Início downsell,D-1,Não,Alta,Não,,
Execução,17/06,19/06,Downsell,Páginas,Testar links,,Web,Gestor de tráfego,-,Publicação feita,Início downsell,D-1,Não,Alta,Não,,
Execução,17/06,19/06,Downsell,Páginas,Testar checkout completo,,Web,Gestor de Projeto,-,-,Início downsell,D-1,Não,Alta,Não,,
Execução,17/06,19/06,Downsell,Páginas,Validar pixel/eventos,,Meta Ads,Gestor de tráfego,-,-,Início downsell,D-1,Não,Alta,Não,,
Execução,17/06,19/06,Downsell,Live,Programar live Downsell,,Zoom/YT,Social Media,-,-,Início downsell,D-3,Não,Alta,Não,,
Execução,17/06,19/06,Downsell,Script,Script da oferta Downsell,,Interno,Copy,Estrategista Senior,-,Início downsell,D-3,Não,Alta,Não,,
Execução,17/06,19/06,Downsell,Script,Dublar Script,,Interno,Copy,Estrategista Senior,-,Início downsell,D-3,Não,Alta,Não,,
Execução,17/06,19/06,Downsell,Live,Executar apresentação,,Live,Especialista,-,Script da oferta downsell Pronto,Início downsell,D+0,Não,Alta,Não,,
Execução,17/06,19/06,Downsell,Convite,E-mail - Criar mensagem Anteciapação 1 dia antes,,Email,Copy,Estrategista Senior,-,Início downsell,D-2,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Convite,E-mail - Criar Mensagem Lembrete 1h antes,,Email,Copy,Estrategista Senior,-,Início downsell,D-2,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Convite,E-mail - Criar mensagem Lembrete ao vivo,,Email,Copy,Estrategista Senior,-,Início downsell,D-2,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Convite,Grupo - Criar mensagem Anteciapação 1 dia antes,,WhatsApp,Copy,Estrategista Senior,-,Data live downsell,D-2,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Convite,Grupo - Criar Mensagem Lembrete 1h antes,,WhatsApp,Copy,Estrategista Senior,-,Data live downsell,D-2,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Convite,Grupo - Criar mensagem Lembrete ao vivo,,WhatsApp,Copy,Estrategista Senior,-,Data live downsell,D-2,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Convite,D-1 -\> Programar atencipação 1 dia antes,,WhatsApp/email,Social Media,-,Mensagens Prontas,Data live downsell,D-1,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Convite,D+0 -\> Programar Lembrete 1h antes,,WhatsApp/email,Social Media,-,Mensagens Prontas,Data live downsell,D+0,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Convite,D+0 -\> Programar Lembrete Estamos AO Vivo,,WhatsApp/email,Social Media,-,Mensagens Prontas,Data live downsell,D+0,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Vendas,D+0 -\> Criar mensagem nova oportunidade,,Email,Copy,Estrategista Senior,-,Início downsell,D-2,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Vendas,D+0 -\> Criar mensagem nova oportunidade,,WhatsApp,Copy,Estrategista Senior,-,Início downsell,D-2,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Vendas,D+1 -\> Criar mensagem benefício + acessibilidade,,Email,Copy,Estrategista Senior,-,Início downsell,D-2,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Vendas,D+1 -\> Criar mensagem benefício + acessibilidade,,WhatsApp,Copy,Estrategista Senior,-,Início downsell,D-2,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Vendas,D+2 -\> Criar mensagem última chance,,Email,Copy,Estrategista Senior,-,Início downsell,D-2,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Vendas,D+2 -\> Criar mensagem encerramento,,WhatsApp,Copy,Estrategista Senior,-,Início downsell,D-2,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Vendas,D+0 -\> programar mensagens,,WhatsApp/ email,Social Media,-,Mensagens Prontas,Início downsell,D+0,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Vendas,D+1 -\> programar mensagen,,WhatsApp/ email,Social Media,-,Mensagens Prontas,Início downsell,D+1,Não,Alta,Sim,,
Execução,17/06,19/06,Downsell,Vendas,D+2 -\> programar mensagens,,WhatsApp/ email,Social Media,-,Mensagens Prontas,Início downsell,D+2,Não,Alta,Sim,,
Final,01/06,12/06,Onboarding de Alunos,Suporte,Adicionar novos alunos na área de membros,,Plataforma,Suporte de Alunos,Gestor de Projetos,Pagamento aprovado,Início onboarding,D+0,Diário,Alta,Não,Plataforma do curso,
Final,01/06,12/06,Onboarding de Alunos,Boas-vindas,Criar mensagem de boas-vindas,,Email/WhatsApp,Copy,Estrategista Senior,-,Início onboarding,D-1,Não,Alta,Sim,Mautic/ManyChat,
Final,01/06,12/06,Onboarding de Alunos,Boas-vindas,Programar mensagem de boas-vindas,,Email/WhatsApp,Gestor de Automação Junior,Gestor de Projetos,Copy pronta,Início onboarding,D-1,Não,Alta,Sim,Mautic/ManyChat,
Final,01/06,12/06,Onboarding de Alunos,Boas-vindas,Enviar mensagem de boas-vindas,,Email/WhatsApp,Suporte de Alunos,Gestor de Projetos,Aluno liberado na área de membros,Início onboarding,D+0,Diário,Alta,Sim,Mautic/ManyChat,
Final,01/06,12/06,Onboarding de Alunos,Suporte,Garantir acesso ao curso,,Suporte,Suporte de Alunos,Gestor de Projetos,Aluno cadastrado,Início onboarding,D+0,Diário,Alta,Não,Plataforma do curso,
Final,01/06,12/06,Onboarding de Alunos,Suporte,Garantir acesso à comunidade,,Suporte,Suporte de Alunos,Gestor de Projetos,Aluno cadastrado,Início onboarding,D+0,Diário,Alta,Não,Comunidade,
Final,01/06,12/06,Onboarding de Alunos,Suporte,Orientar primeiros passos,,WhatsApp/Email,Suporte de Alunos,Gestor de Projetos,Aluno com acesso,Início onboarding,D+0,Diário,Alta,Não,-,
